periodo,estu_tipodocumento,estu_consecutivo,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_caracter,cole_cod_dane_establecimiento,cole_cod_dane_sede,cole_cod_depto_ubicacion,cole_cod_mcpio_ubicacion,cole_codigo_icfes,cole_depto_ubicacion,cole_genero,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,cole_nombre_establecimiento,cole_nombre_sede,cole_sede_principal,estu_cod_depto_presentacion,estu_cod_mcpio_presentacion,estu_cod_reside_depto,estu_cod_reside_mcpio,estu_depto_presentacion,estu_depto_reside,estu_estadoinvestigacion,estu_estudiante,estu_fechanacimiento,estu_genero,estu_mcpio_presentacion,estu_mcpio_reside,estu_nacionalidad,estu_pais_reside,estu_privado_libertad,fami_cuartoshogar,fami_educacionmadre,fami_educacionpadre,fami_estratovivienda,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,desemp_ingles,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global,semestre_prueba
20181,TI,SB11201810037465,RURAL,No,A,TECNICO/ACADEMICO,476248001032,476248001032,76,76248,105809,VALLE,MIXTO,SABATINA,EL CERRITO,NO OFICIAL,INST TEC CIAL INSTECOM,INST TEC COMERCIAL INSTECOM,Si,76.0,76520.0,76.0,76248.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-02-29,M,PALMIRA,EL CERRITO,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,TECNICA O TECNOLOGICA COMPLETA,ESTRATO 3,3 A 4,Si,Si,Si,Si,A-,35.0,38.0,36,35,34,178,1
20181,TI,SB11201810025930,RURAL,Si,B,TECNICO/ACADEMICO,417873000544,417873000544,17,17873,58867,CALDAS,MIXTO,COMPLETA,VILLAMARIA,NO OFICIAL,ASOCIACION COLEGIO GRANADINO,ASOCIACION COLEGIO GRANADINO,Si,17.0,17001.0,17.0,17001.0,CALDAS,CALDAS,PUBLICAR,ESTUDIANTE,2000-05-02,F,MANIZALES,MANIZALES,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,SECUNDARIA (BACHILLERATO) COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,B1,71.0,58.0,44,52,51,264,1
20181,TI,SB11201810025930,RURAL,Si,B,TECNICO/ACADEMICO,417873000544,417873000544,17,17873,58867,CALDAS,MIXTO,COMPLETA,VILLAMARIA,NO OFICIAL,ASOCIACION COLEGIO GRANADINO,ASOCIACION COLEGIO GRANADINO,Si,17.0,17001.0,17.0,17001.0,CALDAS,CALDAS,PUBLICAR,ESTUDIANTE,2000-05-02,F,MANIZALES,MANIZALES,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,SECUNDARIA (BACHILLERATO) COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,B1,71.0,58.0,44,52,51,264,1
20181,CC,SB11201810024032,URBANO,No,A,ACADEMICO,366001006899,366001006899,66,66001,130583,RISARALDA,MIXTO,MANANA,PEREIRA,NO OFICIAL,INSTITUTO NACIONAL DEL SABER INSA (ANTES GUZMABO),INSTITUTO NACIONAL DEL SABER INSA (ANTES GUZMABO) - SEDE PRINCIPAL,Si,66.0,66001.0,66.0,66001.0,RISARALDA,RISARALDA,PUBLICAR,ESTUDIANTE,1999-10-10,M,PEREIRA,PEREIRA,COLOMBIA,COLOMBIA,No,TRES,TECNICA O TECNOLOGICA COMPLETA,TECNICA O TECNOLOGICA COMPLETA,ESTRATO 2,5 A 6,No,Si,No,No,A2,66.0,67.0,73,66,66,339,1
20181,TI,SB11201810005889,URBANO,No,B,ACADEMICO,305001004668,305001004668,5,5001,596,ANTIOQUIA,FEMENINO,COMPLETA,MEDELLIN,NO OFICIAL,COL GIMN LOS PINARES,COL GIMN LOS PINARES,Si,5.0,5001.0,5.0,5001.0,ANTIOQUIA,ANTIOQUIA,PUBLICAR,ESTUDIANTE,2001-05-03,F,MEDELLIN,MEDELLIN,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,3 A 4,Si,Si,Si,Si,B+,84.0,67.0,69,69,70,350,1
20181,TI,SB11201810005889,URBANO,No,B,ACADEMICO,305001004668,305001004668,5,5001,596,ANTIOQUIA,FEMENINO,COMPLETA,MEDELLIN,NO OFICIAL,COL GIMN LOS PINARES,COL GIMN LOS PINARES,Si,5.0,5001.0,5.0,5001.0,ANTIOQUIA,ANTIOQUIA,PUBLICAR,ESTUDIANTE,2001-05-03,F,MEDELLIN,MEDELLIN,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,3 A 4,Si,Si,Si,Si,B+,84.0,67.0,69,69,70,350,1
20181,TI,SB11201810009179,URBANO,No,B,TECNICO,376001002066,376001002066,76,76001,17723,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2002-01-28,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,A2,61.0,69.0,52,64,65,312,1
20181,TI,SB11201810009179,URBANO,No,B,TECNICO,376001002066,376001002066,76,76001,17723,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2002-01-28,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,A2,61.0,69.0,52,64,65,312,1
20181,TI,SB11201810000063,URBANO,No,B,ACADEMICO,311769000998,311769000998,11,11001,19380,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COLEGIO COLOMBO HEBREO,COL COLOMBO HEBREO,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-06-15,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,3 A 4,Si,Si,Si,Si,B1,76.0,70.0,58,61,68,326,1
20181,TI,SB11201810000063,URBANO,No,B,ACADEMICO,311769000998,311769000998,11,11001,19380,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COLEGIO COLOMBO HEBREO,COL COLOMBO HEBREO,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2000-06-15,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,3 A 4,Si,Si,Si,Si,B1,76.0,70.0,58,61,68,326,1
20181,CC,SB11201810012818,URBANO,No,OTRO,ACADEMICO,311001019151,311001019151,11,11001,27839,BOGOTA,MIXTO,NOCHE,BOGOTA D.C.,NO OFICIAL,COLEGIO COOPERATIVO MINUTO DE DIOS,COL COOP MINUTO DE DIOS,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1973-01-27,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,CUATRO,PRIMARIA COMPLETA,PRIMARIA COMPLETA,ESTRATO 3,5 A 6,Si,Si,Si,No,A1,51.0,39.0,52,41,56,237,1
20181,TI,SB11201810002587,URBANO,No,B,TECNICO/ACADEMICO,376111002827,376111002827,76,76111,87486,VALLE,MIXTO,MANANA,GUADALAJARA DE BUGA,NO OFICIAL,COLEGIO COMFANDI BUGA,COLEGIO COMFANDI BUGA,Si,76.0,76111.0,76.0,76111.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-08-15,F,GUADALAJARA DE BUGA,GUADALAJARA DE BUGA,COLOMBIA,COLOMBIA,No,DOS,SECUNDARIA (BACHILLERATO) COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 2,3 A 4,Si,Si,Si,Si,A1,48.0,44.0,54,51,51,249,1
20181,TI,SB11201810002587,URBANO,No,B,TECNICO/ACADEMICO,376111002827,376111002827,76,76111,87486,VALLE,MIXTO,MANANA,GUADALAJARA DE BUGA,NO OFICIAL,COLEGIO COMFANDI BUGA,COLEGIO COMFANDI BUGA,Si,76.0,76111.0,76.0,76111.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-08-15,F,GUADALAJARA DE BUGA,GUADALAJARA DE BUGA,COLOMBIA,COLOMBIA,No,DOS,SECUNDARIA (BACHILLERATO) COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 2,3 A 4,Si,Si,Si,Si,A1,48.0,44.0,54,51,51,249,1
20181,CC,SB11201810032970,URBANO,Desconocido,A,ACADEMICO,305697000599,305697000599,5,5697,155671,ANTIOQUIA,MIXTO,TARDE,EL SANTUARIO,NO OFICIAL,INSTITUTO IBEROLATINO DE EDUCACION SAS INIDE,INSTITUTO IBEROLATINO DE EDUCACION SAS INIDE - SEDE PRINCIPAL,Si,5.0,5615.0,5.0,5197.0,ANTIOQUIA,ANTIOQUIA,PUBLICAR,ESTUDIANTE,2007-05-12,M,RIONEGRO,COCORNA,COLOMBIA,COLOMBIA,No,DOS,PRIMARIA INCOMPLETA,NO APLICA,ESTRATO 2,3 A 4,No,Si,Si,Si,A-,36.0,39.0,38,42,48,207,1
20181,TI,SB11201810009560,URBANO,Si,B,ACADEMICO,311769000921,311769000921,11,11001,19406,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COL HELVETIA,COL HELVETIA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1999-12-01,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,3 A 4,Si,Si,Si,Si,B1,73.0,64.0,65,66,63,326,1
20181,TI,SB11201810009560,URBANO,Si,B,ACADEMICO,311769000921,311769000921,11,11001,19406,BOGOTA,MIXTO,COMPLETA,BOGOTA D.C.,NO OFICIAL,COL HELVETIA,COL HELVETIA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,1999-12-01,F,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 6,3 A 4,Si,Si,Si,Si,B1,73.0,64.0,65,66,63,326,1
20181,TI,SB11201810024195,URBANO,Desconocido,B,ACADEMICO,376001041761,376001041761,76,76001,130138,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO SANTA ISABEL DE HUNGRIA - CIUDAD 2000,FUND COL SANTA ISABEL DE HUNGRIA,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-03-06,F,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,NAN,NAN,NAN,3 A 4,Si,Si,Desconocido,Si,A2,59.0,45.0,45,34,45,218,1
20181,TI,SB11201810024195,URBANO,Desconocido,B,ACADEMICO,376001041761,376001041761,76,76001,130138,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO SANTA ISABEL DE HUNGRIA - CIUDAD 2000,FUND COL SANTA ISABEL DE HUNGRIA,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-03-06,F,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,NAN,NAN,NAN,3 A 4,Si,Si,Desconocido,Si,A2,59.0,45.0,45,34,45,218,1
20181,TI,SB11201810014318,URBANO,No,A,ACADEMICO,311001105197,311001105197,11,11001,91330,BOGOTA,MIXTO,MANANA,BOGOTA D.C.,NO OFICIAL,INST IP EDUCANDO LA JUVENTUD FUTURO DE COLOMBIA,INST IP EDUCANDO LA JUVENTUD FUTURO DE COLOMBIA,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2001-04-19,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,SECUNDARIA (BACHILLERATO) COMPLETA,TECNICA O TECNOLOGICA INCOMPLETA,ESTRATO 2,5 A 6,No,Si,Si,Si,A1,55.0,51.0,44,52,67,268,1
20181,TI,SB11201810007269,URBANO,No,B,ACADEMICO,352001001519,352001001519,52,52001,11262,NARINO,MIXTO,MANANA,PASTO,NO OFICIAL,COLEGIO DEL SAGRADO CORAZON DE JESUS,COLEGIO DEL SAGRADO CORAZON DE JESUS,Si,52.0,52001.0,52.0,52001.0,NARINO,NARINO,PUBLICAR,ESTUDIANTE,2001-04-01,F,PASTO,PASTO,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,EDUCACION PROFESIONAL INCOMPLETA,ESTRATO 3,3 A 4,Si,Si,Si,No,B1,70.0,70.0,71,72,74,358,1
20181,TI,SB11201810007269,URBANO,No,B,ACADEMICO,352001001519,352001001519,52,52001,11262,NARINO,MIXTO,MANANA,PASTO,NO OFICIAL,COLEGIO DEL SAGRADO CORAZON DE JESUS,COLEGIO DEL SAGRADO CORAZON DE JESUS,Si,52.0,52001.0,52.0,52001.0,NARINO,NARINO,PUBLICAR,ESTUDIANTE,2001-04-01,F,PASTO,PASTO,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,EDUCACION PROFESIONAL INCOMPLETA,ESTRATO 3,3 A 4,Si,Si,Si,No,B1,70.0,70.0,71,72,74,358,1
20181,TI,SB11201810009667,URBANO,Si,B,ACADEMICO,308001000882,308001000882,8,8001,3046,ATLANTICO,MIXTO,COMPLETA,BARRANQUILLA,NO OFICIAL,CORP CULT COL ALEMAN,CORP CULT COL ALEMAN,Si,8.0,8001.0,8.0,8001.0,ATLANTICO,ATLANTICO,PUBLICAR,ESTUDIANTE,2001-02-06,F,BARRANQUILLA,BARRANQUILLA,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 5,3 A 4,Si,Si,Si,Si,B1,77.0,71.0,70,68,76,358,1
20181,TI,SB11201810009667,URBANO,Si,B,ACADEMICO,308001000882,308001000882,8,8001,3046,ATLANTICO,MIXTO,COMPLETA,BARRANQUILLA,NO OFICIAL,CORP CULT COL ALEMAN,CORP CULT COL ALEMAN,Si,8.0,8001.0,8.0,8001.0,ATLANTICO,ATLANTICO,PUBLICAR,ESTUDIANTE,2001-02-06,F,BARRANQUILLA,BARRANQUILLA,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 5,3 A 4,Si,Si,Si,Si,B1,77.0,71.0,70,68,76,358,1
20181,CC,SB11201810004051,URBANO,No,OTRO,ACADEMICO,105001003395,105001003395,5,5001,192294,ANTIOQUIA,MIXTO,MANANA,MEDELLIN,OFICIAL,INST TEC METROPOLITANO - SEDE CASTILLA,INST TEC METROPOLITANO - SEDE CASTILLA,Si,5.0,5001.0,5.0,5001.0,ANTIOQUIA,ANTIOQUIA,PUBLICAR,ESTUDIANTE,1999-07-08,F,MEDELLIN,MEDELLIN,COLOMBIA,COLOMBIA,No,DOS,SECUNDARIA (BACHILLERATO) COMPLETA,SECUNDARIA (BACHILLERATO) COMPLETA,ESTRATO 3,5 A 6,Si,Si,Si,No,A-,24.0,28.0,29,35,45,167,1
20181,TI,SB11201810000696,URBANO,No,B,TECNICO/ACADEMICO,319001002054,319001002054,19,19001,39461,CAUCA,MASCULINO,COMPLETA,POPAYAN,NO OFICIAL,SEMINARIO MENOR ARQUIDIOCESANO,SEMINARIO MENOR ARQUIDIOCESANO,Si,19.0,19001.0,19.0,19001.0,CAUCA,CAUCA,PUBLICAR,ESTUDIANTE,2001-07-31,M,POPAYAN,POPAYAN,COLOMBIA,COLOMBIA,No,NAN,NAN,NAN,NAN,NAN,Desconocido,Desconocido,Desconocido,Desconocido,A1,48.0,47.0,43,47,63,249,1
20181,TI,SB11201810000696,URBANO,No,B,TECNICO/ACADEMICO,319001002054,319001002054,19,19001,39461,CAUCA,MASCULINO,COMPLETA,POPAYAN,NO OFICIAL,SEMINARIO MENOR ARQUIDIOCESANO,SEMINARIO MENOR ARQUIDIOCESANO,Si,19.0,19001.0,19.0,19001.0,CAUCA,CAUCA,PUBLICAR,ESTUDIANTE,2001-07-31,M,POPAYAN,POPAYAN,COLOMBIA,COLOMBIA,No,NAN,NAN,NAN,NAN,NAN,Desconocido,Desconocido,Desconocido,Desconocido,A1,48.0,47.0,43,47,63,249,1
20181,TI,SB11201810015313,RURAL,No,B,ACADEMICO,305001010781,305001010781,5,5001,41996,ANTIOQUIA,MIXTO,COMPLETA,MEDELLIN,NO OFICIAL,COL MONTESSORI,COL MONTESSORI,Si,5.0,5001.0,5.0,5001.0,ANTIOQUIA,ANTIOQUIA,PUBLICAR,ESTUDIANTE,2001-05-18,F,MEDELLIN,MEDELLIN,COLOMBIA,COLOMBIA,No,TRES,NAN,NAN,NAN,3 A 4,Si,Si,Desconocido,Si,B+,84.0,73.0,73,60,72,353,1
20181,TI,SB11201810015313,RURAL,No,B,ACADEMICO,305001010781,305001010781,5,5001,41996,ANTIOQUIA,MIXTO,COMPLETA,MEDELLIN,NO OFICIAL,COL MONTESSORI,COL MONTESSORI,Si,5.0,5001.0,5.0,5001.0,ANTIOQUIA,ANTIOQUIA,PUBLICAR,ESTUDIANTE,2001-05-18,F,MEDELLIN,MEDELLIN,COLOMBIA,COLOMBIA,No,TRES,NAN,NAN,NAN,3 A 4,Si,Si,Desconocido,Si,B+,84.0,73.0,73,60,72,353,1
"20181,CC,SB11201810057232,URBANO,No,B,ACADEMICO,376001031031,376001031031,76,76001,17343,VALLE,MIXTO,NOCHE,CALI,NO OFICIAL,""""""COLEGIO DE LA CAJA DE COMPENSACION FAMILIAR DEL VALLE DEL CAUCA """"""""COMFANDI"""""""""""""",""""""COLEGIO DE LA CAJA DE COMPENSACION FAMILIAR DEL VALLE DEL CAUCA """"""""COMFANDI"""""""""""""",Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,1999-07-13,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,SECUNDARIA (BACHILLERATO) COMPLETA,PRIMARIA INCOMPLETA,ESTRATO 3,5 A 6,No,Si,Si,Si,A-,39.0,34.0,40,44,51,210,1"
20181,CC,SB11201810037854,RURAL,No,A,ACADEMICO,281065000627,281065000627,81,81065,168104,ARAUCA,MIXTO,SABATINA,ARAUQUITA,OFICIAL,I.E. ANDRES BELLO,ANDRES BELLO,Si,81.0,81794.0,81.0,81794.0,ARAUCA,ARAUCA,PRESENTE CON LECTURA TARDIA,ESTUDIANTE,1999-01-22,F,TAME,TAME,COLOMBIA,COLOMBIA,No,DOS,EDUCACION PROFESIONAL COMPLETA,TECNICA O TECNOLOGICA COMPLETA,ESTRATO 2,1 A 2,Si,No,No,No,A-,35.0,30.0,30,29,33,154,1
20181,TI,SB11201810000459,URBANO,No,B,ACADEMICO,376001000829,376001000829,76,76001,17749,VALLE,FEMENINO,COMPLETA,CALI,NO OFICIAL,LICEO BENALCAZAR,LICEO BENALCAZAR,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-05-03,F,CALI,CALI,COLOMBIA,COLOMBIA,No,SEIS O MAS,EDUCACION PROFESIONAL COMPLETA,NO APLICA,ESTRATO 5,5 A 6,Si,Si,Si,Si,B+,86.0,85.0,74,77,82,400,1
20181,TI,SB11201810000459,URBANO,No,B,ACADEMICO,376001000829,376001000829,76,76001,17749,VALLE,FEMENINO,COMPLETA,CALI,NO OFICIAL,LICEO BENALCAZAR,LICEO BENALCAZAR,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-05-03,F,CALI,CALI,COLOMBIA,COLOMBIA,No,SEIS O MAS,EDUCACION PROFESIONAL COMPLETA,NO APLICA,ESTRATO 5,5 A 6,Si,Si,Si,Si,B+,86.0,85.0,74,77,82,400,1
20181,TI,SB11201810006048,URBANO,No,B,TECNICO,376001013203,376001013203,76,76001,95786,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO PARROQUIAL NUESTRA SENORA DE GUADALUPE,FUND COL  NUESTRA SRA DE GUADALUPE,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-07-13,M,CALI,CALI,COLOMBIA,COLOMBIA,No,CUATRO,EDUCACION PROFESIONAL INCOMPLETA,EDUCACION PROFESIONAL INCOMPLETA,ESTRATO 2,5 A 6,Si,Si,Si,Si,A2,61.0,62.0,52,59,54,285,1
20181,TI,SB11201810006048,URBANO,No,B,TECNICO,376001013203,376001013203,76,76001,95786,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO PARROQUIAL NUESTRA SENORA DE GUADALUPE,FUND COL  NUESTRA SRA DE GUADALUPE,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-07-13,M,CALI,CALI,COLOMBIA,COLOMBIA,No,CUATRO,EDUCACION PROFESIONAL INCOMPLETA,EDUCACION PROFESIONAL INCOMPLETA,ESTRATO 2,5 A 6,Si,Si,Si,Si,A2,61.0,62.0,52,59,54,285,1
20181,TI,SB11201810052203,URBANO,Desconocido,B,NAN,376275001623,376275001623,76,76275,195586,VALLE,MIXTO,SABATINA,FLORIDA,NO OFICIAL,COLEGIO FELIX RAFFAN GOMEZ,COLEGIO FELIX RAFFAN GOMEZ - SEDE PRINCIPAL,Si,76.0,76520.0,76.0,76275.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2000-09-02,F,PALMIRA,FLORIDA,COLOMBIA,COLOMBIA,No,DOS,PRIMARIA COMPLETA,PRIMARIA INCOMPLETA,ESTRATO 1,3 A 4,No,Si,No,Si,A1,57.0,56.0,55,54,57,278,1
20181,CC,SB11201810025496,URBANO,No,A,TECNICO/ACADEMICO,376001029452,376001029452,76,76001,100115,VALLE,MIXTO,NOCHE,CALI,NO OFICIAL,COLEGIO TECNICO JUVENIL DEL SUR,COLEGIO TECNICO JUVENIL DEL SUR,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,1999-09-02,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,NAN,NAN,NAN,3 A 4,Si,Si,Desconocido,Si,A-,44.0,34.0,37,35,44,190,1
20181,TI,SB11201810006358,RURAL,Si,B,ACADEMICO,325175000549,325175000549,25,25175,42473,CUNDINAMARCA,MIXTO,COMPLETA,CHIA,NO OFICIAL,GIMN BRITANICO,GIMN BRITANICO,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2001-07-06,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL INCOMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,B+,79.0,68.0,72,65,79,358,1
20181,TI,SB11201810006358,RURAL,Si,B,ACADEMICO,325175000549,325175000549,25,25175,42473,CUNDINAMARCA,MIXTO,COMPLETA,CHIA,NO OFICIAL,GIMN BRITANICO,GIMN BRITANICO,Si,11.0,11001.0,11.0,11001.0,BOGOTA,BOGOTA,PUBLICAR,ESTUDIANTE,2001-07-06,M,BOGOTA D.C.,BOGOTA D.C.,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL INCOMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,B+,79.0,68.0,72,65,79,358,1
20181,TI,SB11201810018312,URBANO,No,B,ACADEMICO,376001001116,376001001116,76,76001,16691,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO AMERICANO,COLEGIO AMERICANO,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-10-10,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,EDUCACION PROFESIONAL COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,B1,70.0,76.0,58,72,57,330,1
20181,TI,SB11201810018312,URBANO,No,B,ACADEMICO,376001001116,376001001116,76,76001,16691,VALLE,MIXTO,COMPLETA,CALI,NO OFICIAL,COLEGIO AMERICANO,COLEGIO AMERICANO,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-10-10,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,POSTGRADO,EDUCACION PROFESIONAL COMPLETA,ESTRATO 4,3 A 4,Si,Si,Si,Si,B1,70.0,76.0,58,72,57,330,1
20181,TI,SB11201810014341,URBANO,No,B,TECNICO,376001000888,376001000888,76,76001,46441,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO PARROQUIAL SAN PEDRO CLAVER,FUND COL PAR SAN PEDRO CLAVER,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-10-08,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 3,3 A 4,Si,Si,Si,Si,B1,71.0,78.0,67,69,73,358,1
20181,TI,SB11201810014341,URBANO,No,B,TECNICO,376001000888,376001000888,76,76001,46441,VALLE,MIXTO,MANANA,CALI,NO OFICIAL,COLEGIO PARROQUIAL SAN PEDRO CLAVER,FUND COL PAR SAN PEDRO CLAVER,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-10-08,M,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,EDUCACION PROFESIONAL COMPLETA,EDUCACION PROFESIONAL COMPLETA,ESTRATO 3,3 A 4,Si,Si,Si,Si,B1,71.0,78.0,67,69,73,358,1
20181,TI,SB11201810005203,URBANO,No,B,ACADEMICO,376001000519,376001000519,76,76001,16881,VALLE,FEMENINO,MANANA,CALI,NO OFICIAL,COLEGIO DE LA SAGRADA FAMILIA,COL DE LA SAGRADA FAMILIA,Si,76.0,76001.0,76.0,76001.0,VALLE,VALLE,PUBLICAR,ESTUDIANTE,2001-12-14,F,CALI,CALI,COLOMBIA,COLOMBIA,No,TRES,TECNICA O TECNOLOGICA COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA,ESTRATO 4,3 A 4,No,Si,Si,No,B1,73.0,70.0,70,64,74,349,1
